Ingredient_Name,canonical_group_id,Primary_Function,Ingredient_Category,Origin,Regulatory_Status,Safety_Level_true,Safety_Level_pred,Safety_Level_correct,Safety_Level_confidence,Allergy_Risk_true,Allergy_Risk_pred,Allergy_Risk_correct,Allergy_Risk_confidence,Irritation_Risk_true,Irritation_Risk_pred,Irritation_Risk_correct,Irritation_Risk_confidence
Glyceryl Oleate,Glyceryl Oleate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9338568465652064,Low,Low,True,0.6402702313479057,No Risk,No Risk,True,0.9739646893671129
Glyceryl Linoleate,Glyceryl Linoleate,Emollient,Fatty Ester,Naturally Derived,Approved,Safe,Safe,True,0.9886458632244216,Low,Low,True,0.9973031880212186,No Risk,No Risk,True,0.9988488101397822
PEG-40 Hydrogenated Castor Oil,PEG-40 Hydrogenated Castor Oil,Solubilizer,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9964730759122357,Low,Low,True,0.9922151461847176,Low,Low,True,0.9508489664814919
PEG-60 Hydrogenated Castor Oil,PEG-60 Hydrogenated Castor Oil,Solubilizer,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9992361713092094,Low,Low,True,0.9982135062725358,Low,No Risk,False,0.9359406618694842
Polysorbate 60,Polysorbate 60,Emulsifier,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9901970313916881,Low,No Risk,False,0.7225734414971551,No Risk,Low,False,0.9772686685100143
Sorbitan Laurate,Sorbitan Laurate,Emulsifier,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9866500106277531,Low,Low,True,0.9054748040222069,No Risk,Low,False,0.8994894448249693
Steareth-21,Steareth-21,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9996109361634498,Low,Low,True,0.9991774067542231,No Risk,No Risk,True,0.9892032385077156
Ceteareth-25,Ceteareth-25,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9886837464106364,Low,Low,True,0.8328387579112849,No Risk,No Risk,True,0.7297545414715234
Oleth-20,Oleth-20,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.999148397340196,Low,Low,True,0.9991055653616849,No Risk,No Risk,True,0.8489389621730289
Laureth-4,Laureth-4,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9998044933627132,Low,Low,True,0.9968762485986765,Low,No Risk,False,0.9800668958867946
Laureth-23,Laureth-23,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9991233243915927,Low,Low,True,0.9976353271111125,No Risk,Low,False,0.7412467222283196
PPG-26-Buteth-26,PPG-26-Buteth-26,Solubilizer,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9995907528695969,Low,Low,True,0.9986322043929406,No Risk,Low,False,0.8986163615637683
PEG-40 Stearate,PEG-40 Stearate,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9721492183558199,Low,Low,True,0.9926999443947272,No Risk,No Risk,True,0.9851612366137183
Glycol Distearate,Glycol Distearate,Pearlizing Agent,Emollient,Synthetic,Approved,Safe,Safe,True,0.9903922784151363,Low,Low,True,0.9406402016396842,No Risk,No Risk,True,0.6751614661647101
Glycol Stearate,Glycol Stearate,Pearlizing Agent,Emollient,Synthetic,Approved,Safe,Safe,True,0.9896409365635427,Low,Low,True,0.9560205768802944,No Risk,No Risk,True,0.9956106574300553
Cocamide DIPA,Cocamide DIPA,Foam Booster,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9866969696254204,Medium,Low,False,0.5695924413218048,Low,Low,True,0.9482284651554288
Myristamine Oxide,Myristamine Oxide,Foam Booster,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9942274052668919,Low,Low,True,0.9657723887591331,Low,Low,True,0.7913175977551306
Lauramine Oxide,Lauramine Oxide,Foam Booster,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9809375566418659,Low,Low,True,0.7621929560237409,Low,Low,True,0.7779223298073005
Cocamidopropyl Betaine (Baby),Cocamidopropyl Betaine,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.8834393223348288,Low,Low,True,0.9989644239520227,Low,Low,True,0.8741248787369009
Sodium Hydroxymethylglycinate,Sodium Hydroxymethylglycinate,Preservative,Preservative,Synthetic,Approved,Safe,Safe,True,0.9239745954556843,Low,Low,True,0.9273929320835338,Low,Low,True,0.9066150778978744
Iodopropynyl Butylcarbamate,Iodopropynyl Butylcarbamate,Preservative,Preservative,Synthetic,Restricted,Moderate Risk,High Risk,False,0.8804480261967993,Medium,Medium,True,0.9532480427788677,Medium,Medium,True,0.9805246684437562
Benzalkonium Chloride,Benzalkonium Chloride,Preservative,Preservative,Synthetic,Approved,Moderate Risk,Safe,False,0.923272107198105,Medium,Low,False,0.9758890746217777,Medium,Low,False,0.8953533740483194
Undecylenamidopropyl Betaine,Undecylenamidopropyl Betaine,Antimicrobial,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9992550782470672,Low,Low,True,0.9897323013990394,Low,No Risk,False,0.6172698129471053
Capryloyl Glycine,Capryloyl Glycine,Preservative Booster,Amino Acid Derivative,Synthetic,Approved,Safe,Safe,True,0.9906863497790168,Low,Low,True,0.9751191236262167,No Risk,No Risk,True,0.7652238752799303
Undecylenoyl Glycine,Undecylenoyl Glycine,Preservative Booster,Amino Acid Derivative,Synthetic,Approved,Safe,Safe,True,0.9966137347098531,Low,Low,True,0.9980888488126085,No Risk,No Risk,True,0.9442171869838141
Sodium Surfactin,Sodium Surfactin,Cleansing Agent,Biosurfactant,Biotechnology Derived,Approved,Safe,Safe,True,0.9279493595563408,Low,Low,True,0.9847220160481832,No Risk,No Risk,True,0.8797432528037047
Alkyl Polyglucoside,Alkyl Polyglucoside,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9388935785712083,Low,Low,True,0.996018742038495,Low,Low,True,0.5738668448235463
Sodium Cocoamphoacetate,Sodium Cocoamphoacetate,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.82439240982361,Low,Low,True,0.9774014539555563,Low,Medium,False,0.5347435198211378
PEG-20 Glyceryl Triisostearate,PEG-20 Glyceryl Triisostearate,Solubilizer,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.998278570297579,Low,Low,True,0.9986519116772062,No Risk,No Risk,True,0.9955991244931893
Polyglyceryl-10 Laurate,Polyglyceryl-10 Laurate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9975580376907028,Low,Low,True,0.9625994091601893,No Risk,No Risk,True,0.8214757299101734
Isoamyl Laurate,Isoamyl Laurate,Emollient,Emollient,Naturally Derived,Approved,Safe,Safe,True,0.9991035789787742,Low,Low,True,0.9676182081458364,No Risk,No Risk,True,0.9869665050340432
Isopropyl Lauroyl Sarcosinate,Isopropyl Lauroyl Sarcosinate,Emollient,Emollient,Naturally Derived,Approved,Safe,Safe,True,0.9991158202444844,Low,Low,True,0.9937964670371131,No Risk,No Risk,True,0.9918354220465915
Neopentyl Glycol Dicaprylate/Dicaprate,Neopentyl Glycol Dicaprylate/Dicaprate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9996767515432785,Low,Low,True,0.989440701079502,No Risk,No Risk,True,0.9653276514789506
Diethylhexyl Succinate,Diethylhexyl Succinate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9999282023924593,Low,Low,True,0.989370969770524,No Risk,No Risk,True,0.9479830311011035
Diethylhexyl Carbonate,Diethylhexyl Carbonate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9999354874907963,Low,Low,True,0.9942248559079218,No Risk,No Risk,True,0.9330267865300367
Triethylhexanoin,Triethylhexanoin,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9978162567561306,Low,Low,True,0.9014076462522556,No Risk,No Risk,True,0.6052586952817834
Trioctyldodecyl Citrate,Trioctyldodecyl Citrate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9982465820620302,Low,Low,True,0.9557869624676346,No Risk,No Risk,True,0.9158736027135268
Caprylyl Caprylate/Caprate,Caprylyl Caprylate/Caprate,Emollient,Emollient,Naturally Derived,Approved,Safe,Safe,True,0.9988686391789305,Low,Low,True,0.9769408808531154,No Risk,No Risk,True,0.9954556662863708
Cetyl PEG/PPG-10/1 Dimethicone,Cetyl PEG/PPG-10/1 Dimethicone,Emulsifier,Silicone,Synthetic,Approved,Safe,Safe,True,0.9561620515571057,Low,Low,True,0.9655504239347089,No Risk,No Risk,True,0.9219665991273607
Polyacrylate-13,Polyacrylate-13,Emulsifier,Polymer,Synthetic,Approved,Safe,Safe,True,0.993734805598097,Low,Low,True,0.9790926227871655,No Risk,No Risk,True,0.981968290401297
Polyisobutene,Polyisobutene,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9070476961870083,Low,Low,True,0.9904443727453215,No Risk,No Risk,True,0.9810155999001473
Trimethylolpropane Triisostearate,Trimethylolpropane Triisostearate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9990858708509847,Low,Low,True,0.9961765947960587,No Risk,No Risk,True,0.9879607857861005
Diisostearyl Malate,Diisostearyl Malate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9989820091930918,Low,Low,True,0.9915511924016839,No Risk,No Risk,True,0.972053514407281
Hydrogenated Polyisobutene,Hydrogenated Polyisobutene,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9993269410362313,Low,Low,True,0.9952201022450374,No Risk,No Risk,True,0.6234702405645983
Polybutene (Cosmetic Grade),Polybutene,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9976993038258128,Low,Low,True,0.9706764288071867,No Risk,No Risk,True,0.8037145485854809
Ozokerite (Cosmetic Grade),Ozokerite,Occlusive,Wax,Mineral,Approved,Safe,Safe,True,0.9847791814281145,Low,Low,True,0.9731278960510563,No Risk,No Risk,True,0.890990766441167
Synthetic Wax,Synthetic Wax,Texturizer,Wax,Synthetic,Approved,Safe,Safe,True,0.9981144835262713,Low,Low,True,0.9970129243737689,No Risk,No Risk,True,0.9913197313334249
Polyethylene,Polyethylene,Exfoliant,Polymer,Synthetic,Country Restricted,Moderate Risk,Safe,False,0.9119245729814732,Low,Medium,False,0.8887640085517328,Low,Medium,False,0.5155947834777198
Jojoba Esters,Jojoba Esters,Exfoliant,Wax Ester,Naturally Derived,Approved,Safe,Safe,True,0.9393859092032582,Low,Low,True,0.9922511984282796,No Risk,Medium,False,0.5156337902379082
Walnut Shell Powder (Juglans Regia Shell Powder),Walnut Shell Powder (Juglans Regia Shell Powder),Exfoliant,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9976491197444889,Medium,Low,False,0.5963601547543519,Medium,Low,False,0.7662312001240559
Apricot Seed Powder (Prunus Armeniaca Seed Powder),Apricot Seed Powder (Prunus Armeniaca Seed Powder),Exfoliant,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9921755729905327,Medium,Low,False,0.9285599242242617,Medium,Low,False,0.8595770619076926
Bamboo Powder (Bambusa Vulgaris Powder),Bamboo Powder (Bambusa Vulgaris Powder),Exfoliant,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9831379931037734,Low,Medium,False,0.5225539515084628,Low,Medium,False,0.6945830546148615
Rice Bran Powder (Oryza Sativa Bran Powder),Rice Bran Powder (Oryza Sativa Bran Powder),Exfoliant,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9869952680278803,Low,Medium,False,0.6341191784598461,Low,Low,True,0.5407650494488306
Coffee Seed Powder (Coffea Arabica Seed Powder),Coffee Seed Powder (Coffea Arabica Seed Powder),Exfoliant,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9943184053138102,Low,Medium,False,0.5646546864141556,Low,Low,True,0.5330891388793999
Sugar (Saccharum Officinarum Extract),Sugar (Saccharum Officinarum Extract),Exfoliant,Sugar,Natural,Approved,Safe,Safe,True,0.948977026776993,Low,Low,True,0.7681477876210332,Low,Low,True,0.4900125088543904
Sea Salt (Maris Sal),Sea Salt (Maris Sal),Exfoliant,Mineral,Mineral,Approved,Safe,Safe,True,0.9620461647898614,Low,Low,True,0.9718723285998463,Medium,Low,False,0.6033287913898862
Pumice Powder,Pumice Powder,Exfoliant,Mineral,Mineral,Approved,Safe,Safe,True,0.9487816180702484,Low,Low,True,0.9892101412759137,Medium,Low,False,0.8060142387197515
Diatomaceous Earth,Diatomaceous Earth,Absorbent,Mineral,Mineral,Approved,Safe,Safe,True,0.7719114213594561,Low,Low,True,0.9927292357101647,Low,Low,True,0.9550998367581536
Activated Charcoal (Charcoal Powder),Activated Charcoal (Charcoal Powder),Absorbent,Mineral,Natural,Approved,Safe,Safe,True,0.974886430476731,Low,Low,True,0.5788109435275309,Low,Low,True,0.842856043579031
Volcanic Ash,Volcanic Ash,Absorbent,Mineral,Mineral,Approved,Safe,Safe,True,0.9708754608033813,Low,Low,True,0.9914067695706801,Low,Low,True,0.6717037393412305
Rhassoul Clay (Moroccan Lava Clay),Rhassoul Clay (Moroccan Lava Clay),Absorbent,Mineral,Mineral,Approved,Safe,Safe,True,0.9783333360065835,Low,Low,True,0.9921061265216837,Low,Low,True,0.8790081691170787
French Green Clay (Illite),French Green Clay (Illite),Absorbent,Mineral,Mineral,Approved,Safe,Safe,True,0.7138728475501258,Low,Low,True,0.9933777272327858,Low,Low,True,0.6894414201426193
Sodium Cocoyl Apple Amino Acids,Sodium Cocoyl Apple Amino Acids,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9901645983922996,Low,Low,True,0.9989350136064907,No Risk,No Risk,True,0.9072127703437644
Disodium Cocoyl Glutamate,Disodium Cocoyl Glutamate,Cleansing Agent,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9987984373391461,Low,Low,True,0.9392299557939662,No Risk,No Risk,True,0.5710819608821518
Sodium Cocoamphoacetate (Baby),Sodium Cocoamphoacetate,Surfactant,Surfactant,Naturally Derived,Approved,Safe,Safe,True,0.9954203991223417,Low,Low,True,0.9947844989512289,Low,Low,True,0.8762880005847682
Glucamate SSE-20,Glucamate SSE-20,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9969977752563055,Low,Low,True,0.7719493696675248,No Risk,Low,False,0.7179048992834361
Sodium Acrylates Copolymer,Sodium Acrylates Copolymer,Thickener,Polymer,Synthetic,Approved,Safe,Safe,True,0.9994833767817057,Low,Low,True,0.9968974106172662,No Risk,No Risk,True,0.9838142093319391
Acrylates/Steareth-20 Methacrylate Copolymer,Acrylates/Steareth-20 Methacrylate Copolymer,Thickener,Polymer,Synthetic,Approved,Safe,Safe,True,0.997356367363831,Low,Low,True,0.9977018077560703,No Risk,No Risk,True,0.9942203229642542
Ammonium Acryloyldimethyltaurate/VP Copolymer,Ammonium Acryloyldimethyltaurate/VP Copolymer,Thickener,Polymer,Synthetic,Approved,Safe,Safe,True,0.9991173834711201,Low,Low,True,0.9984771760466176,No Risk,No Risk,True,0.9969292882613028
Polyacrylamide,Polyacrylamide,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9630052838249806,Low,Low,True,0.9616826111244948,No Risk,No Risk,True,0.9102832894380477
C13-14 Isoparaffin,C13-14 Isoparaffin,Solvent,Emollient,Synthetic,Approved,Safe,Safe,True,0.9975651563575116,Low,Low,True,0.9984257942157988,No Risk,No Risk,True,0.8227020074498339
Laureth-7,Laureth-7,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9994165079544635,Low,Low,True,0.9988990476918195,Low,No Risk,False,0.9913626244482094
PPG-1-PEG-9 Lauryl Glycol Ether,PPG-1-PEG-9 Lauryl Glycol Ether,Solubilizer,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9884349850996537,Low,Low,True,0.9938883710568044,No Risk,Low,False,0.9205239946211756
Poloxamer 407,Poloxamer 407,Solubilizer,Polymer,Synthetic,Approved,Safe,Safe,True,0.9955913301473918,Low,Low,True,0.9972762452564852,No Risk,No Risk,True,0.9992644416404326
Poloxamer 184,Poloxamer 184,Solubilizer,Polymer,Synthetic,Approved,Safe,Safe,True,0.989559481157716,Low,Low,True,0.9916965869334959,No Risk,No Risk,True,0.9280816946765372
Hydroxyacetophenone,Hydroxyacetophenone,Preservative Booster,Antioxidant,Synthetic,Approved,Safe,Safe,True,0.9990627378015842,Low,Low,True,0.9974242493228863,Low,No Risk,False,0.9908373481667226
Glyceryl Caprate,Glyceryl Caprate,Preservative Booster,Emollient,Naturally Derived,Approved,Safe,Safe,True,0.9910788865357116,Low,Low,True,0.9993787893201095,No Risk,No Risk,True,0.9999267121953216
Glyceryl Cocoate,Glyceryl Cocoate,Emollient,Emollient,Naturally Derived,Approved,Safe,Safe,True,0.9968318183287244,Low,Low,True,0.9771814984515335,No Risk,No Risk,True,0.9922841407700947
Cetearyl Isononanoate,Cetearyl Isononanoate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9988584672079541,Low,Low,True,0.9020288421340648,No Risk,No Risk,True,0.632458788684668
Isodecyl Neopentanoate,Isodecyl Neopentanoate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9981635366394234,Low,Low,True,0.9366764495867771,No Risk,No Risk,True,0.7876827957692449
Diisostearyl Fumarate,Diisostearyl Fumarate,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9983986274777951,Low,Low,True,0.9553984505722182,No Risk,No Risk,True,0.7717066461590707
Beeswax Derivative (Cera Alba Comb),Beeswax Derivative (Cera Alba Comb),Emollient,Wax,Natural,Approved,Safe,Safe,True,0.9992219068121729,Medium,Low,False,0.9449354643398179,No Risk,No Risk,True,0.9644555404729346
Copernicia Cerifera Cera (Carnauba),Copernicia Cerifera Cera (Carnauba),Texturizer,Wax,Natural,Approved,Safe,Safe,True,0.9980457879879602,Low,Low,True,0.9913360728496025,No Risk,No Risk,True,0.999678729726647
Euphorbia Cerifera Cera (Candelilla),Euphorbia Cerifera Cera (Candelilla),Texturizer,Wax,Natural,Approved,Safe,Safe,True,0.998426612430474,Low,Low,True,0.9861291833116869,No Risk,No Risk,True,0.9984337112313856
Polyethylene Wax,Polyethylene Wax,Texturizer,Wax,Synthetic,Country Restricted,Safe,Safe,True,0.8653508691416895,Low,Low,True,0.9917716524840696,No Risk,No Risk,True,0.977876368962269
Synthetic Beeswax,Synthetic Beeswax,Texturizer,Wax,Synthetic,Approved,Safe,Safe,True,0.9998610065263761,Low,Low,True,0.9734136130650848,No Risk,No Risk,True,0.9991011348086665
Rice Wax (Oryza Sativa Cera),Rice Wax (Oryza Sativa Cera),Texturizer,Wax,Natural,Approved,Safe,Safe,True,0.9998135527712232,Low,Low,True,0.9842076042155236,No Risk,No Risk,True,0.9989769379708349
Sunflower Seed Wax,Sunflower Seed Wax,Texturizer,Wax,Natural,Approved,Safe,Safe,True,0.9988607683076667,Low,Low,True,0.9230546649731407,No Risk,No Risk,True,0.9982222708225598
Jojoba Wax (Hydrogenated Jojoba Oil),Jojoba Wax (Hydrogenated Jojoba Oil),Emollient,Wax,Natural,Approved,Safe,Safe,True,0.9854508012573929,Low,Low,True,0.9631474945544802,No Risk,No Risk,True,0.9838875304013508
Polyglyceryl-2 Triisostearate,Polyglyceryl-2 Triisostearate,Emulsifier,Emulsifier,Synthetic,Approved,Safe,Safe,True,0.9992695053209035,Low,Low,True,0.945152619036068,No Risk,No Risk,True,0.8343828512963255
Polyglyceryl-3 Polyricinoleate,Polyglyceryl-3 Polyricinoleate,Emulsifier,Emulsifier,Naturally Derived,Approved,Safe,Safe,True,0.9741065812385507,Low,Low,True,0.9938755423289136,No Risk,No Risk,True,0.9876239856853778
Aluminum Hydroxide,Aluminum Hydroxide,Texturizer,Mineral,Mineral,Approved,Safe,Safe,True,0.9847807174646269,Low,Low,True,0.9847199603310833,No Risk,No Risk,True,0.9479491423738676
Triethoxycaprylylsilane,Triethoxycaprylylsilane,Surface Treatment,Silicone,Synthetic,Approved,Safe,Safe,True,0.9171820745307575,Low,Low,True,0.8713762415379207,No Risk,No Risk,True,0.9319153966524526
Stearic Acid Coated Titanium Dioxide,Stearic Acid Coated Titanium Dioxide,UV Filter,UV Filter,Mineral,Approved,Safe,Safe,True,0.9541322688046744,Low,Low,True,0.9432300195940349,Low,Low,True,0.9390004649536862
Dimethicone/Vinyl Dimethicone Crosspolymer,Dimethicone/Vinyl Dimethicone Crosspolymer,Texturizer,Silicone,Synthetic,Approved,Safe,Safe,True,0.9932457591241206,Low,Low,True,0.9930741449202461,No Risk,No Risk,True,0.9869100204314704
Peg-9 Polydimethylsiloxyethyl Dimethicone,Peg-9 Polydimethylsiloxyethyl Dimethicone,Emulsifier,Silicone,Synthetic,Approved,Safe,Safe,True,0.5170760076598377,Low,No Risk,False,0.5976435514080045,No Risk,Low,False,0.8182758715725585
Disteardimonium Hectorite,Disteardimonium Hectorite,Thickener,Mineral,Mineral,Approved,Safe,Safe,True,0.8672765738016711,Low,Low,True,0.9375789122859731,No Risk,No Risk,True,0.7242895961274562
Silica Dimethyl Silylate,Silica Dimethyl Silylate,Texturizer,Silica,Synthetic,Approved,Safe,Safe,True,0.998700025101735,Low,Low,True,0.9933872275508929,No Risk,No Risk,True,0.9197194665271587
Hydrogen Dimethicone,Hydrogen Dimethicone,Emollient,Silicone,Synthetic,Approved,Safe,Safe,True,0.8447147038415038,Low,No Risk,False,0.5341636442951857,No Risk,Low,False,0.8428370184427544
Iron Oxides (Natural),Iron Oxides (Natural),Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.8593341286577304,Low,Low,True,0.9844106704960482,Low,No Risk,False,0.9077551613508914
Carmine (CI 75470),Carmine (CI 75470),Colorant,Pigment,Animal Derived,Approved,Moderate Risk,Safe,False,0.9997823285331953,Medium,Low,False,0.8561799942754632,Low,Low,True,0.7937806651436797
